dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
trec-covid-chrono-r5,5,25,balanced,1,106,53,53,6,7
trec-covid-chrono-r5,5,25,balanced,1,110,55,55,7,9
trec-covid-chrono-r5,5,25,balanced,1,114,57,57,9,10
trec-covid-chrono-r5,5,25,balanced,1,118,59,59,10,11
trec-covid-chrono-r5,5,25,balanced,1,168,84,84,11,13
trec-covid-chrono-r5,5,25,balanced,1,240,120,120,13,14
trec-covid-chrono-r5,5,25,balanced,1,250,125,125,14,15
trec-covid-chrono-r5,5,25,balanced,1,270,135,135,15,16
trec-covid-chrono-r5,5,25,balanced,1,430,215,215,16,17
trec-covid-chrono-r5,5,25,balanced,1,546,273,273,17,18
trec-covid-chrono-r5,5,25,balanced,1,888,444,444,18,19
trec-covid-chrono-r5,5,25,balanced,1,976,488,488,19,20
trec-covid-chrono-r5,5,25,balanced,1,1044,522,522,20,21
trec-covid-chrono-r5,5,25,balanced,1,1136,568,568,21,22
trec-covid-chrono-r5,5,25,balanced,1,1158,579,579,22,23
trec-covid-chrono-r5,5,25,balanced,1,1180,590,590,23,24
trec-covid-chrono-r5,5,25,balanced,1,1264,632,632,24,25
trec-covid-chrono-r5,5,25,balanced,1,1416,708,708,25,26
trec-covid-chrono-r5,5,25,balanced,1,1746,873,873,26,27
trec-covid-chrono-r5,5,25,balanced,1,1944,972,972,27,28
trec-covid-chrono-r5,5,25,balanced,1,2236,1118,1118,28,29
trec-covid-chrono-r5,5,25,balanced,1,2296,1148,1148,29,30
trec-covid-chrono-r5,5,25,balanced,1,7944,3972,3972,30,41
trec-covid-chrono-r5,5,25,dibud,64,128,64,64,0,11
trec-covid-chrono-r5,5,25,dibud,64,256,128,128,11,15
trec-covid-chrono-r5,5,25,dibud,64,320,128,192,15,16
trec-covid-chrono-r5,5,25,dibud,64,448,192,256,16,17
trec-covid-chrono-r5,5,25,dibud,64,576,256,320,17,18
trec-covid-chrono-r5,5,25,dibud,64,832,384,448,18,19
trec-covid-chrono-r5,5,25,dibud,64,896,384,512,19,20
trec-covid-chrono-r5,5,25,dibud,64,1024,448,576,20,22
trec-covid-chrono-r5,5,25,dibud,64,1088,448,640,22,25
trec-covid-chrono-r5,5,25,dibud,64,1216,448,768,25,26
trec-covid-chrono-r5,5,25,dibud,64,1344,448,896,26,27
trec-covid-chrono-r5,5,25,dibud,64,1472,448,1024,27,28
trec-covid-chrono-r5,5,25,dibud,64,1600,448,1152,28,30
trec-covid-chrono-r5,5,25,dibud,64,4736,704,4032,30,31
trec-covid-chrono-r5,5,25,dibud,64,4864,832,4032,31,32
trec-covid-chrono-r5,5,25,dibud,64,4928,896,4032,32,34
trec-covid-chrono-r5,5,25,dibud,64,4992,960,4032,34,41
trec-covid-chrono-r5,5,25,balanced,64,128,64,64,0,11
trec-covid-chrono-r5,5,25,balanced,64,256,128,128,11,15
trec-covid-chrono-r5,5,25,balanced,64,384,192,192,15,16
trec-covid-chrono-r5,5,25,balanced,64,512,256,256,16,17
trec-covid-chrono-r5,5,25,balanced,64,640,320,320,17,18
trec-covid-chrono-r5,5,25,balanced,64,896,448,448,18,19
trec-covid-chrono-r5,5,25,balanced,64,1024,512,512,19,20
trec-covid-chrono-r5,5,25,balanced,64,1152,576,576,20,22
trec-covid-chrono-r5,5,25,balanced,64,1280,640,640,22,25
trec-covid-chrono-r5,5,25,balanced,64,1536,768,768,25,26
trec-covid-chrono-r5,5,25,balanced,64,1792,896,896,26,27
trec-covid-chrono-r5,5,25,balanced,64,2048,1024,1024,27,28
trec-covid-chrono-r5,5,25,balanced,64,2304,1152,1152,28,30
trec-covid-chrono-r5,5,25,balanced,64,8064,4032,4032,30,41
trec-covid-chrono-r5,5,23,dibud,1,26,13,13,0,1
trec-covid-chrono-r5,5,23,dibud,1,89,43,46,1,2
trec-covid-chrono-r5,5,23,dibud,1,104,50,54,2,3
trec-covid-chrono-r5,5,23,dibud,1,167,81,86,3,4
trec-covid-chrono-r5,5,23,dibud,1,171,81,90,4,5
trec-covid-chrono-r5,5,23,dibud,1,291,129,162,5,6
trec-covid-chrono-r5,5,23,dibud,1,691,282,409,6,7
trec-covid-chrono-r5,5,23,dibud,1,770,309,461,7,8
trec-covid-chrono-r5,5,23,dibud,1,849,335,514,8,9
trec-covid-chrono-r5,5,23,dibud,1,973,373,600,9,10
trec-covid-chrono-r5,5,23,dibud,1,1012,385,627,10,11
trec-covid-chrono-r5,5,23,dibud,1,1155,426,729,11,12
trec-covid-chrono-r5,5,23,dibud,1,1421,494,927,12,13
trec-covid-chrono-r5,5,23,dibud,1,1720,560,1160,13,14
trec-covid-chrono-r5,5,23,dibud,1,1729,562,1167,14,15
trec-covid-chrono-r5,5,23,dibud,1,1749,566,1183,15,16
trec-covid-chrono-r5,5,23,dibud,1,4200,860,3340,16,17
trec-covid-chrono-r5,5,23,dibud,1,4353,870,3483,17,18
trec-covid-chrono-r5,5,23,dibud,1,4577,1094,3483,18,19
trec-covid-chrono-r5,5,23,dibud,1,4670,1186,3484,19,20
trec-covid-chrono-r5,5,23,dibud,1,5282,1798,3484,20,21
trec-covid-chrono-r5,5,23,dibud,1,6965,3481,3484,21,22
trec-covid-chrono-r5,5,23,dibud,1,7419,3935,3484,22,23
trec-covid-chrono-r5,5,23,balanced,1,26,13,13,0,1
trec-covid-chrono-r5,5,23,balanced,1,92,46,46,1,2
trec-covid-chrono-r5,5,23,balanced,1,108,54,54,2,3
trec-covid-chrono-r5,5,23,balanced,1,172,86,86,3,4
trec-covid-chrono-r5,5,23,balanced,1,180,90,90,4,5
trec-covid-chrono-r5,5,23,balanced,1,324,162,162,5,6
trec-covid-chrono-r5,5,23,balanced,1,818,409,409,6,7
trec-covid-chrono-r5,5,23,balanced,1,922,461,461,7,8
trec-covid-chrono-r5,5,23,balanced,1,1028,514,514,8,9
trec-covid-chrono-r5,5,23,balanced,1,1200,600,600,9,10
trec-covid-chrono-r5,5,23,balanced,1,1254,627,627,10,11
trec-covid-chrono-r5,5,23,balanced,1,1458,729,729,11,12
trec-covid-chrono-r5,5,23,balanced,1,1854,927,927,12,13
trec-covid-chrono-r5,5,23,balanced,1,2320,1160,1160,13,14
trec-covid-chrono-r5,5,23,balanced,1,2334,1167,1167,14,15
trec-covid-chrono-r5,5,23,balanced,1,2366,1183,1183,15,16
trec-covid-chrono-r5,5,23,balanced,1,6680,3340,3340,16,17
trec-covid-chrono-r5,5,23,balanced,1,6966,3483,3483,17,19
trec-covid-chrono-r5,5,23,balanced,1,6968,3484,3484,19,22
trec-covid-chrono-r5,5,23,balanced,1,7869,3935,3934,22,23
trec-covid-chrono-r5,5,23,dibud,64,128,64,64,0,3
trec-covid-chrono-r5,5,23,dibud,64,256,128,128,3,5
trec-covid-chrono-r5,5,23,dibud,64,384,192,192,5,6
trec-covid-chrono-r5,5,23,dibud,64,768,320,448,6,7
trec-covid-chrono-r5,5,23,dibud,64,832,320,512,7,8
trec-covid-chrono-r5,5,23,dibud,64,960,384,576,8,9
trec-covid-chrono-r5,5,23,dibud,64,1024,384,640,9,10
trec-covid-chrono-r5,5,23,dibud,64,1088,448,640,10,11
trec-covid-chrono-r5,5,23,dibud,64,1216,448,768,11,12
trec-covid-chrono-r5,5,23,dibud,64,1472,512,960,12,13
trec-covid-chrono-r5,5,23,dibud,64,1792,576,1216,13,16
trec-covid-chrono-r5,5,23,dibud,64,4288,896,3392,16,17
trec-covid-chrono-r5,5,23,dibud,64,4416,896,3520,17,18
trec-covid-chrono-r5,5,23,dibud,64,4672,1152,3520,18,19
trec-covid-chrono-r5,5,23,dibud,64,4736,1216,3520,19,20
trec-covid-chrono-r5,5,23,dibud,64,5376,1856,3520,20,21
trec-covid-chrono-r5,5,23,dibud,64,7040,3520,3520,21,22
trec-covid-chrono-r5,5,23,dibud,64,7488,3968,3520,22,23
trec-covid-chrono-r5,5,23,balanced,64,128,64,64,0,3
trec-covid-chrono-r5,5,23,balanced,64,256,128,128,3,5
trec-covid-chrono-r5,5,23,balanced,64,384,192,192,5,6
trec-covid-chrono-r5,5,23,balanced,64,896,448,448,6,7
trec-covid-chrono-r5,5,23,balanced,64,1024,512,512,7,8
trec-covid-chrono-r5,5,23,balanced,64,1152,576,576,8,9
trec-covid-chrono-r5,5,23,balanced,64,1280,640,640,9,11
trec-covid-chrono-r5,5,23,balanced,64,1536,768,768,11,12
trec-covid-chrono-r5,5,23,balanced,64,1920,960,960,12,13
trec-covid-chrono-r5,5,23,balanced,64,2432,1216,1216,13,16
trec-covid-chrono-r5,5,23,balanced,64,6784,3392,3392,16,17
trec-covid-chrono-r5,5,23,balanced,64,7040,3520,3520,17,22
trec-covid-chrono-r5,5,23,balanced,64,7872,3968,3904,22,23
